using device: cuda
CIFAR100 dataset loaded successfully.
the size of train set is (5000, 32, 32, 3)
the size of train label is (5000,)
the size of test set is (1000, 32, 32, 3)
the size of test label is (1000,)
epoch:4,step:7,loss:0.269
epoch:4,step:8,loss:0.247
epoch:4,step:9,loss:0.271
epoch:4,step:10,loss:0.254
epoch:4,step:11,loss:0.252
epoch:4,step:12,loss:0.264
epoch:4,step:13,loss:0.245
epoch:4,step:14,loss:0.270
epoch:4,step:15,loss:0.259
epoch:4,step:16,loss:0.261
epoch:4,step:17,loss:0.252
epoch:4,step:18,loss:0.252
epoch:4,step:19,loss:0.251
epoch:4,step:20,loss:0.264
epoch:4,step:21,loss:0.268
epoch:4,step:22,loss:0.252
epoch:4,step:23,loss:0.258
epoch:4,step:24,loss:0.269
epoch:4,step:25,loss:0.262
epoch:4,step:26,loss:0.252
epoch:4,step:27,loss:0.270
epoch:4,step:28,loss:0.262
epoch:4,step:29,loss:0.260
epoch:4,step:30,loss:0.272
epoch:4,step:31,loss:0.273
epoch:4,step:32,loss:0.257
epoch:4,step:33,loss:0.250
epoch:4,step:34,loss:0.242
epoch:4,step:35,loss:0.233
epoch:4,step:36,loss:0.259
epoch:4,step:37,loss:0.260
epoch:4,step:38,loss:0.289
epoch:4,step:39,loss:0.246
epoch:4,accuracy:26.600
epoch:5,step:0,loss:0.378
epoch:5,step:1,loss:0.271
epoch:5,step:2,loss:0.268
epoch:5,step:3,loss:0.279
epoch:5,step:4,loss:0.268
epoch:5,step:5,loss:0.252
epoch:5,step:6,loss:0.246
epoch:5,step:7,loss:0.253
epoch:5,step:8,loss:0.258
epoch:5,step:9,loss:0.258
epoch:5,step:10,loss:0.251
epoch:5,step:11,loss:0.255
epoch:5,step:12,loss:0.252
epoch:5,step:13,loss:0.252
epoch:5,step:14,loss:0.263
epoch:5,step:15,loss:0.247
epoch:5,step:16,loss:0.229
epoch:5,step:17,loss:0.242
epoch:5,step:18,loss:0.257
epoch:5,step:19,loss:0.275
epoch:5,step:20,loss:0.245
epoch:5,step:21,loss:0.235
epoch:5,step:22,loss:0.245
epoch:5,step:23,loss:0.237
epoch:5,step:24,loss:0.263
epoch:5,step:25,loss:0.241
epoch:5,step:26,loss:0.253
epoch:5,step:27,loss:0.249
epoch:5,step:28,loss:0.255
epoch:5,step:29,loss:0.252
epoch:5,step:30,loss:0.233
epoch:5,step:31,loss:0.241
epoch:5,step:32,loss:0.263
epoch:5,step:33,loss:0.257
epoch:5,step:34,loss:0.240
epoch:5,step:35,loss:0.242
epoch:5,step:36,loss:0.282
epoch:5,step:37,loss:0.234
epoch:5,step:38,loss:0.236
epoch:5,step:39,loss:0.303
epoch:5,accuracy:22.500
epoch:6,step:0,loss:0.528
epoch:6,step:1,loss:0.276
epoch:6,step:2,loss:0.305
epoch:6,step:3,loss:0.286
epoch:6,step:4,loss:0.254
epoch:6,step:5,loss:0.283
epoch:6,step:6,loss:0.259
epoch:6,step:7,loss:0.273
epoch:6,step:8,loss:0.262
epoch:6,step:9,loss:0.268
epoch:6,step:10,loss:0.258
epoch:6,step:11,loss:0.258
epoch:6,step:12,loss:0.262
epoch:6,step:13,loss:0.264
epoch:6,step:14,loss:0.271
epoch:6,step:15,loss:0.256
epoch:6,step:16,loss:0.257
epoch:6,step:17,loss:0.262
epoch:6,step:18,loss:0.268
epoch:6,step:19,loss:0.262
epoch:6,step:20,loss:0.234
epoch:6,step:21,loss:0.244
epoch:6,step:22,loss:0.250
epoch:6,step:23,loss:0.254
epoch:6,step:24,loss:0.250
epoch:6,step:25,loss:0.242
epoch:6,step:26,loss:0.261
epoch:6,step:27,loss:0.260
epoch:6,step:28,loss:0.263
epoch:6,step:29,loss:0.258
epoch:6,step:30,loss:0.227
epoch:6,step:31,loss:0.240
epoch:6,step:32,loss:0.242
epoch:6,step:33,loss:0.278
epoch:6,step:34,loss:0.248
epoch:6,step:35,loss:0.239
epoch:6,step:36,loss:0.243
epoch:6,step:37,loss:0.235
epoch:6,step:38,loss:0.263
epoch:6,step:39,loss:0.236
epoch:6,accuracy:22.300
epoch:7,step:0,loss:0.527
epoch:7,step:1,loss:0.322
epoch:7,step:2,loss:0.279
epoch:7,step:3,loss:0.262
epoch:7,step:4,loss:0.269
epoch:7,step:5,loss:0.261
epoch:7,step:6,loss:0.277
epoch:7,step:7,loss:0.279
epoch:7,step:8,loss:0.242
epoch:7,step:9,loss:0.254
epoch:7,step:10,loss:0.250
epoch:7,step:11,loss:0.253
epoch:7,step:12,loss:0.250
epoch:7,step:13,loss:0.237
epoch:7,step:14,loss:0.236
epoch:7,step:15,loss:0.238
epoch:7,step:16,loss:0.238
epoch:7,step:17,loss:0.254
epoch:7,step:18,loss:0.252
epoch:7,step:19,loss:0.244
epoch:7,step:20,loss:0.254
epoch:7,step:21,loss:0.246
epoch:7,step:22,loss:0.258
epoch:7,step:23,loss:0.233
epoch:7,step:24,loss:0.241
epoch:7,step:25,loss:0.236
epoch:7,step:26,loss:0.222
epoch:7,step:27,loss:0.239
epoch:7,step:28,loss:0.247
epoch:7,step:29,loss:0.232
epoch:7,step:30,loss:0.226
epoch:7,step:31,loss:0.232
epoch:7,step:32,loss:0.213
epoch:7,step:33,loss:0.255
epoch:7,step:34,loss:0.231
epoch:7,step:35,loss:0.233
epoch:7,step:36,loss:0.226
epoch:7,step:37,loss:0.230
epoch:7,step:38,loss:0.249
epoch:7,step:39,loss:0.282
epoch:7,accuracy:25.900
epoch:8,step:0,loss:0.462
epoch:8,step:1,loss:0.252
epoch:8,step:2,loss:0.254
epoch:8,step:3,loss:0.262
epoch:8,step:4,loss:0.239
epoch:8,step:5,loss:0.231
epoch:8,step:6,loss:0.231
epoch:8,step:7,loss:0.229
epoch:8,step:8,loss:0.240
epoch:8,step:9,loss:0.247
epoch:8,step:10,loss:0.236
epoch:8,step:11,loss:0.207
epoch:8,step:12,loss:0.251
epoch:8,step:13,loss:0.223
epoch:8,step:14,loss:0.226
epoch:8,step:15,loss:0.223
epoch:8,step:16,loss:0.242
epoch:8,step:17,loss:0.211
epoch:8,step:18,loss:0.227
epoch:8,step:19,loss:0.254
epoch:8,step:20,loss:0.212
epoch:8,step:21,loss:0.231
epoch:8,step:22,loss:0.228
epoch:8,step:23,loss:0.234
epoch:8,step:24,loss:0.238
epoch:8,step:25,loss:0.231
epoch:8,step:26,loss:0.227
epoch:8,step:27,loss:0.232
epoch:8,step:28,loss:0.247
epoch:8,step:29,loss:0.217
epoch:8,step:30,loss:0.248
epoch:8,step:31,loss:0.239
epoch:8,step:32,loss:0.218
epoch:8,step:33,loss:0.212
epoch:8,step:34,loss:0.228
epoch:8,step:35,loss:0.224
epoch:8,step:36,loss:0.246
epoch:8,step:37,loss:0.209
epoch:8,step:38,loss:0.233
epoch:8,step:39,loss:0.242
epoch:8,accuracy:27.100
epoch:9,step:0,loss:0.453
epoch:9,step:1,loss:0.251
epoch:9,step:2,loss:0.241
epoch:9,step:3,loss:0.234
epoch:9,step:4,loss:0.241
epoch:9,step:5,loss:0.227
epoch:9,step:6,loss:0.227
epoch:9,step:7,loss:0.226
epoch:9,step:8,loss:0.211
epoch:9,step:9,loss:0.224
epoch:9,step:10,loss:0.217
epoch:9,step:11,loss:0.211
epoch:9,step:12,loss:0.224
epoch:9,step:13,loss:0.212
epoch:9,step:14,loss:0.244
epoch:9,step:15,loss:0.199
epoch:9,step:16,loss:0.233
epoch:9,step:17,loss:0.222
epoch:9,step:18,loss:0.222
epoch:9,step:19,loss:0.223
epoch:9,step:20,loss:0.219
epoch:9,step:21,loss:0.201
epoch:9,step:22,loss:0.223
epoch:9,step:23,loss:0.182
epoch:9,step:24,loss:0.219
epoch:9,step:25,loss:0.230
epoch:9,step:26,loss:0.221
epoch:9,step:27,loss:0.191
epoch:9,step:28,loss:0.207
epoch:9,step:29,loss:0.234
epoch:9,step:30,loss:0.218
epoch:9,step:31,loss:0.218
epoch:9,step:32,loss:0.222
epoch:9,step:33,loss:0.232
epoch:9,step:34,loss:0.233
epoch:9,step:35,loss:0.230
epoch:9,step:36,loss:0.212
epoch:9,step:37,loss:0.234
epoch:9,step:38,loss:0.206
epoch:9,step:39,loss:0.262
epoch:9,accuracy:24.900
epoch:10,step:0,loss:0.377
epoch:10,step:1,loss:0.256
epoch:10,step:2,loss:0.222
epoch:10,step:3,loss:0.238
epoch:10,step:4,loss:0.229
epoch:10,step:5,loss:0.263
epoch:10,step:6,loss:0.235
epoch:10,step:7,loss:0.215
epoch:10,step:8,loss:0.214
epoch:10,step:9,loss:0.196
epoch:10,step:10,loss:0.209
epoch:10,step:11,loss:0.208
epoch:10,step:12,loss:0.231
epoch:10,step:13,loss:0.218
epoch:10,step:14,loss:0.210
epoch:10,step:15,loss:0.218
epoch:10,step:16,loss:0.218
epoch:10,step:17,loss:0.222
epoch:10,step:18,loss:0.206
epoch:10,step:19,loss:0.231
epoch:10,step:20,loss:0.204
epoch:10,step:21,loss:0.209
epoch:10,step:22,loss:0.223
epoch:10,step:23,loss:0.179
epoch:10,step:24,loss:0.203
epoch:10,step:25,loss:0.239
epoch:10,step:26,loss:0.203
epoch:10,step:27,loss:0.188
epoch:10,step:28,loss:0.181
epoch:10,step:29,loss:0.191
epoch:10,step:30,loss:0.191
epoch:10,step:31,loss:0.231
epoch:10,step:32,loss:0.220
epoch:10,step:33,loss:0.229
epoch:10,step:34,loss:0.223
epoch:10,step:35,loss:0.206
epoch:10,step:36,loss:0.192
epoch:10,step:37,loss:0.193
epoch:10,step:38,loss:0.193
epoch:10,step:39,loss:0.225
epoch:10,accuracy:19.900
epoch:11,step:0,loss:0.490
epoch:11,step:1,loss:0.267
epoch:11,step:2,loss:0.239
epoch:11,step:3,loss:0.208
epoch:11,step:4,loss:0.251
epoch:11,step:5,loss:0.233
epoch:11,step:6,loss:0.212
epoch:11,step:7,loss:0.233
epoch:11,step:8,loss:0.217
epoch:11,step:9,loss:0.194
epoch:11,step:10,loss:0.224
epoch:11,step:11,loss:0.229
epoch:11,step:12,loss:0.220
epoch:11,step:13,loss:0.206
epoch:11,step:14,loss:0.210
epoch:11,step:15,loss:0.214
epoch:11,step:16,loss:0.204
epoch:11,step:17,loss:0.220
epoch:11,step:18,loss:0.201
epoch:11,step:19,loss:0.167
epoch:11,step:20,loss:0.216
epoch:11,step:21,loss:0.208
epoch:11,step:22,loss:0.184
epoch:11,step:23,loss:0.176
epoch:11,step:24,loss:0.187
epoch:11,step:25,loss:0.205
epoch:11,step:26,loss:0.223
epoch:11,step:27,loss:0.190
epoch:11,step:28,loss:0.230
epoch:11,step:29,loss:0.228
epoch:11,step:30,loss:0.224
epoch:11,step:31,loss:0.206
epoch:11,step:32,loss:0.231
epoch:11,step:33,loss:0.212
epoch:11,step:34,loss:0.192
epoch:11,step:35,loss:0.191
epoch:11,step:36,loss:0.164
epoch:11,step:37,loss:0.214
epoch:11,step:38,loss:0.216
epoch:11,step:39,loss:0.309
epoch:11,accuracy:13.100
epoch:12,step:0,loss:0.429
epoch:12,step:1,loss:0.291
epoch:12,step:2,loss:0.252
epoch:12,step:3,loss:0.231
epoch:12,step:4,loss:0.218
epoch:12,step:5,loss:0.213
epoch:12,step:6,loss:0.206
epoch:12,step:7,loss:0.183
epoch:12,step:8,loss:0.181
epoch:12,step:9,loss:0.210
epoch:12,step:10,loss:0.186
epoch:12,step:11,loss:0.194
epoch:12,step:12,loss:0.203
epoch:12,step:13,loss:0.190
epoch:12,step:14,loss:0.225
epoch:12,step:15,loss:0.215
epoch:12,step:16,loss:0.175
epoch:12,step:17,loss:0.184
epoch:12,step:18,loss:0.188
epoch:12,step:19,loss:0.185
epoch:12,step:20,loss:0.171
epoch:12,step:21,loss:0.174
epoch:12,step:22,loss:0.230
epoch:12,step:23,loss:0.180
epoch:12,step:24,loss:0.188
epoch:12,step:25,loss:0.195
epoch:12,step:26,loss:0.217
epoch:12,step:27,loss:0.208
epoch:12,step:28,loss:0.200
epoch:12,step:29,loss:0.189
epoch:12,step:30,loss:0.179
epoch:12,step:31,loss:0.185
epoch:12,step:32,loss:0.201
epoch:12,step:33,loss:0.212
epoch:12,step:34,loss:0.200
epoch:12,step:35,loss:0.194
epoch:12,step:36,loss:0.181
epoch:12,step:37,loss:0.191
epoch:12,step:38,loss:0.189
epoch:12,step:39,loss:0.170
epoch:12,accuracy:34.100
epoch:13,step:0,loss:0.293
epoch:13,step:1,loss:0.215
epoch:13,step:2,loss:0.229
epoch:13,step:3,loss:0.216
epoch:13,step:4,loss:0.195
epoch:13,step:5,loss:0.189
epoch:13,step:6,loss:0.161
epoch:13,step:7,loss:0.185
epoch:13,step:8,loss:0.237
epoch:13,step:9,loss:0.228
epoch:13,step:10,loss:0.217
epoch:13,step:11,loss:0.197
epoch:13,step:12,loss:0.182
epoch:13,step:13,loss:0.188
epoch:13,step:14,loss:0.189
epoch:13,step:15,loss:0.168
epoch:13,step:16,loss:0.182
epoch:13,step:17,loss:0.175
epoch:13,step:18,loss:0.201
epoch:13,step:19,loss:0.188
epoch:13,step:20,loss:0.180
epoch:13,step:21,loss:0.177
epoch:13,step:22,loss:0.181
epoch:13,step:23,loss:0.196
epoch:13,step:24,loss:0.207
epoch:13,step:25,loss:0.170
epoch:13,step:26,loss:0.187
epoch:13,step:27,loss:0.175
epoch:13,step:28,loss:0.226
epoch:13,step:29,loss:0.172
epoch:13,step:30,loss:0.189
epoch:13,step:31,loss:0.197
epoch:13,step:32,loss:0.182
epoch:13,step:33,loss:0.173
epoch:13,step:34,loss:0.206
epoch:13,step:35,loss:0.184
epoch:13,step:36,loss:0.208
epoch:13,step:37,loss:0.168
epoch:13,step:38,loss:0.220
epoch:13,step:39,loss:0.371
epoch:13,accuracy:12.400
epoch:14,step:0,loss:0.494
epoch:14,step:1,loss:0.293
epoch:14,step:2,loss:0.237
epoch:14,step:3,loss:0.227
epoch:14,step:4,loss:0.219
epoch:14,step:5,loss:0.219
epoch:14,step:6,loss:0.192
epoch:14,step:7,loss:0.226
epoch:14,step:8,loss:0.179
epoch:14,step:9,loss:0.207
epoch:14,step:10,loss:0.196
epoch:14,step:11,loss:0.192
epoch:14,step:12,loss:0.224
epoch:14,step:13,loss:0.190
epoch:14,step:14,loss:0.240
epoch:14,step:15,loss:0.211
epoch:14,step:16,loss:0.187
epoch:14,step:17,loss:0.192
epoch:14,step:18,loss:0.197
epoch:14,step:19,loss:0.178
epoch:14,step:20,loss:0.172
epoch:14,step:21,loss:0.203
epoch:14,step:22,loss:0.195
epoch:14,step:23,loss:0.165
epoch:14,step:24,loss:0.173
epoch:14,step:25,loss:0.168
epoch:14,step:26,loss:0.198
epoch:14,step:27,loss:0.198
epoch:14,step:28,loss:0.168
epoch:14,step:29,loss:0.172
epoch:14,step:30,loss:0.179
epoch:14,step:31,loss:0.180
epoch:14,step:32,loss:0.195
epoch:14,step:33,loss:0.196
epoch:14,step:34,loss:0.189
epoch:14,step:35,loss:0.166
epoch:14,step:36,loss:0.190
epoch:14,step:37,loss:0.148
epoch:14,step:38,loss:0.172
epoch:14,step:39,loss:0.262
epoch:14,accuracy:12.300
epoch:15,step:0,loss:0.506
epoch:15,step:1,loss:0.266
epoch:15,step:2,loss:0.259
epoch:15,step:3,loss:0.225
epoch:15,step:4,loss:0.214
epoch:15,step:5,loss:0.204
epoch:15,step:6,loss:0.181
epoch:15,step:7,loss:0.187
epoch:15,step:8,loss:0.199
epoch:15,step:9,loss:0.193
epoch:15,step:10,loss:0.183
epoch:15,step:11,loss:0.187
epoch:15,step:12,loss:0.181
epoch:15,step:13,loss:0.170
epoch:15,step:14,loss:0.177
epoch:15,step:15,loss:0.151
epoch:15,step:16,loss:0.196
epoch:15,step:17,loss:0.171
epoch:15,step:18,loss:0.164
epoch:15,step:19,loss:0.170
epoch:15,step:20,loss:0.169
epoch:15,step:21,loss:0.145
epoch:15,step:22,loss:0.172
epoch:15,step:23,loss:0.173
epoch:15,step:24,loss:0.222
epoch:15,step:25,loss:0.183
epoch:15,step:26,loss:0.157
epoch:15,step:27,loss:0.183
epoch:15,step:28,loss:0.185
epoch:15,step:29,loss:0.168
epoch:15,step:30,loss:0.160
epoch:15,step:31,loss:0.189
epoch:15,step:32,loss:0.170
epoch:15,step:33,loss:0.153
epoch:15,step:34,loss:0.163
epoch:15,step:35,loss:0.184
epoch:15,step:36,loss:0.187
epoch:15,step:37,loss:0.162
epoch:15,step:38,loss:0.183
epoch:15,step:39,loss:0.267
epoch:15,accuracy:20.500
epoch:16,step:0,loss:0.384
epoch:16,step:1,loss:0.214
epoch:16,step:2,loss:0.221
epoch:16,step:3,loss:0.196
epoch:16,step:4,loss:0.189
epoch:16,step:5,loss:0.177
epoch:16,step:6,loss:0.192
epoch:16,step:7,loss:0.184
epoch:16,step:8,loss:0.186
epoch:16,step:9,loss:0.148
epoch:16,step:10,loss:0.214
epoch:16,step:11,loss:0.235
epoch:16,step:12,loss:0.158
epoch:16,step:13,loss:0.172
epoch:16,step:14,loss:0.149
epoch:16,step:15,loss:0.159
epoch:16,step:16,loss:0.186
epoch:16,step:17,loss:0.168
epoch:16,step:18,loss:0.164
epoch:16,step:19,loss:0.167
epoch:16,step:20,loss:0.159
epoch:16,step:21,loss:0.165
epoch:16,step:22,loss:0.180
epoch:16,step:23,loss:0.180
epoch:16,step:24,loss:0.194
epoch:16,step:25,loss:0.151
epoch:16,step:26,loss:0.196
epoch:16,step:27,loss:0.154
epoch:16,step:28,loss:0.199
epoch:16,step:29,loss:0.169
epoch:16,step:30,loss:0.169
epoch:16,step:31,loss:0.183
epoch:16,step:32,loss:0.168
epoch:16,step:33,loss:0.140
epoch:16,step:34,loss:0.144
epoch:16,step:35,loss:0.146
epoch:16,step:36,loss:0.153
epoch:16,step:37,loss:0.170
epoch:16,step:38,loss:0.150
epoch:16,step:39,loss:0.200
epoch:16,accuracy:17.400
epoch:17,step:0,loss:0.515
epoch:17,step:1,loss:0.231
epoch:17,step:2,loss:0.241
epoch:17,step:3,loss:0.192
epoch:17,step:4,loss:0.203
epoch:17,step:5,loss:0.189
epoch:17,step:6,loss:0.187
epoch:17,step:7,loss:0.201
epoch:17,step:8,loss:0.168
epoch:17,step:9,loss:0.179
epoch:17,step:10,loss:0.180
epoch:17,step:11,loss:0.211
epoch:17,step:12,loss:0.166
epoch:17,step:13,loss:0.189
epoch:17,step:14,loss:0.176
epoch:17,step:15,loss:0.165
epoch:17,step:16,loss:0.165
epoch:17,step:17,loss:0.182
epoch:17,step:18,loss:0.175
epoch:17,step:19,loss:0.166
epoch:17,step:20,loss:0.179
epoch:17,step:21,loss:0.174
epoch:17,step:22,loss:0.173
epoch:17,step:23,loss:0.163
epoch:17,step:24,loss:0.162
epoch:17,step:25,loss:0.149
epoch:17,step:26,loss:0.147
epoch:17,step:27,loss:0.180
epoch:17,step:28,loss:0.168
epoch:17,step:29,loss:0.173
epoch:17,step:30,loss:0.155
epoch:17,step:31,loss:0.164
epoch:17,step:32,loss:0.192
epoch:17,step:33,loss:0.123
epoch:17,step:34,loss:0.195
epoch:17,step:35,loss:0.146
epoch:17,step:36,loss:0.178
epoch:17,step:37,loss:0.159
epoch:17,step:38,loss:0.155
epoch:17,step:39,loss:0.097
epoch:17,accuracy:47.100
epoch:18,step:0,loss:0.242
epoch:18,step:1,loss:0.199
epoch:18,step:2,loss:0.184
epoch:18,step:3,loss:0.165
epoch:18,step:4,loss:0.145
epoch:18,step:5,loss:0.140
epoch:18,step:6,loss:0.154
epoch:18,step:7,loss:0.155
epoch:18,step:8,loss:0.162
epoch:18,step:9,loss:0.172
epoch:18,step:10,loss:0.155
epoch:18,step:11,loss:0.137
epoch:18,step:12,loss:0.133
epoch:18,step:13,loss:0.158
epoch:18,step:14,loss:0.142
epoch:18,step:15,loss:0.155
epoch:18,step:16,loss:0.161
epoch:18,step:17,loss:0.168
epoch:18,step:18,loss:0.165
epoch:18,step:19,loss:0.133
epoch:18,step:20,loss:0.135
epoch:18,step:21,loss:0.154
epoch:18,step:22,loss:0.160
epoch:18,step:23,loss:0.153
epoch:18,step:24,loss:0.165
epoch:18,step:25,loss:0.158
epoch:18,step:26,loss:0.167
epoch:18,step:27,loss:0.144
epoch:18,step:28,loss:0.147
epoch:18,step:29,loss:0.143
epoch:18,step:30,loss:0.139
epoch:18,step:31,loss:0.160
epoch:18,step:32,loss:0.146
epoch:18,step:33,loss:0.151
epoch:18,step:34,loss:0.179
epoch:18,step:35,loss:0.166
epoch:18,step:36,loss:0.172
epoch:18,step:37,loss:0.153
epoch:18,step:38,loss:0.150
epoch:18,step:39,loss:0.106
epoch:18,accuracy:48.200
epoch:19,step:0,loss:0.220
epoch:19,step:1,loss:0.175
epoch:19,step:2,loss:0.143
epoch:19,step:3,loss:0.152
epoch:19,step:4,loss:0.149
epoch:19,step:5,loss:0.164
epoch:19,step:6,loss:0.146
epoch:19,step:7,loss:0.138
epoch:19,step:8,loss:0.137
epoch:19,step:9,loss:0.111
epoch:19,step:10,loss:0.149
epoch:19,step:11,loss:0.168
epoch:19,step:12,loss:0.166
epoch:19,step:13,loss:0.146
epoch:19,step:14,loss:0.153
epoch:19,step:15,loss:0.165
epoch:19,step:16,loss:0.151
epoch:19,step:17,loss:0.173
epoch:19,step:18,loss:0.137
epoch:19,step:19,loss:0.161
epoch:19,step:20,loss:0.140
epoch:19,step:21,loss:0.151
epoch:19,step:22,loss:0.128
epoch:19,step:23,loss:0.144
epoch:19,step:24,loss:0.153
epoch:19,step:25,loss:0.140
epoch:19,step:26,loss:0.150
epoch:19,step:27,loss:0.137
epoch:19,step:28,loss:0.115
epoch:19,step:29,loss:0.172
epoch:19,step:30,loss:0.147
epoch:19,step:31,loss:0.146
epoch:19,step:32,loss:0.173
epoch:19,step:33,loss:0.168
epoch:19,step:34,loss:0.136
epoch:19,step:35,loss:0.147
