using device: cuda
CIFAR100 dataset loaded successfully.
the size of train set is (5000, 32, 32, 3)
the size of train label is (5000,)
the size of test set is (1000, 32, 32, 3)
the size of test label is (1000,)
epoch:55,step:21,loss:0.038
epoch:55,step:22,loss:0.036
epoch:55,step:23,loss:0.037
epoch:55,step:24,loss:0.040
epoch:55,step:25,loss:0.038
epoch:55,step:26,loss:0.035
epoch:55,step:27,loss:0.039
epoch:55,step:28,loss:0.032
epoch:55,step:29,loss:0.038
epoch:55,step:30,loss:0.034
epoch:55,step:31,loss:0.032
epoch:55,step:32,loss:0.035
epoch:55,step:33,loss:0.034
epoch:55,step:34,loss:0.036
epoch:55,step:35,loss:0.035
epoch:55,step:36,loss:0.035
epoch:55,step:37,loss:0.034
epoch:55,step:38,loss:0.035
epoch:55,step:39,loss:0.038
epoch:55,step:40,loss:0.039
epoch:55,step:41,loss:0.033
epoch:55,step:42,loss:0.038
epoch:55,step:43,loss:0.038
epoch:55,step:44,loss:0.037
epoch:55,step:45,loss:0.037
epoch:55,step:46,loss:0.036
epoch:55,step:47,loss:0.035
epoch:55,step:48,loss:0.035
epoch:55,step:49,loss:0.037
epoch:55,step:50,loss:0.034
epoch:55,step:51,loss:0.032
epoch:55,step:52,loss:0.036
epoch:55,step:53,loss:0.034
epoch:55,step:54,loss:0.039
epoch:55,step:55,loss:0.038
epoch:55,step:56,loss:0.037
epoch:55,step:57,loss:0.038
epoch:55,step:58,loss:0.035
epoch:55,step:59,loss:0.037
epoch:55,step:60,loss:0.035
epoch:55,step:61,loss:0.036
epoch:55,step:62,loss:0.036
epoch:55,step:63,loss:0.039
epoch:55,step:64,loss:0.035
epoch:55,step:65,loss:0.034
epoch:55,step:66,loss:0.036
epoch:55,step:67,loss:0.029
epoch:55,step:68,loss:0.037
epoch:55,step:69,loss:0.033
epoch:55,step:70,loss:0.037
epoch:55,step:71,loss:0.032
epoch:55,step:72,loss:0.032
epoch:55,step:73,loss:0.034
epoch:55,step:74,loss:0.036
epoch:55,step:75,loss:0.036
epoch:55,step:76,loss:0.041
epoch:55,step:77,loss:0.041
epoch:55,step:78,loss:0.034
epoch:55,step:79,loss:0.036
epoch:55,step:80,loss:0.037
epoch:55,step:81,loss:0.036
epoch:55,step:82,loss:0.040
epoch:55,step:83,loss:0.042
epoch:55,step:84,loss:0.036
epoch:55,step:85,loss:0.041
epoch:55,step:86,loss:0.034
epoch:55,step:87,loss:0.035
epoch:55,step:88,loss:0.040
epoch:55,step:89,loss:0.033
epoch:55,step:90,loss:0.030
epoch:55,step:91,loss:0.035
epoch:55,step:92,loss:0.032
epoch:55,step:93,loss:0.031
epoch:55,step:94,loss:0.035
epoch:55,step:95,loss:0.034
epoch:55,step:96,loss:0.033
epoch:55,step:97,loss:0.033
epoch:55,step:98,loss:0.033
epoch:55,step:99,loss:0.036
epoch:55,step:100,loss:0.032
epoch:55,step:101,loss:0.034
epoch:55,step:102,loss:0.032
epoch:55,step:103,loss:0.034
epoch:55,step:104,loss:0.035
epoch:55,step:105,loss:0.034
epoch:55,step:106,loss:0.034
epoch:55,step:107,loss:0.036
epoch:55,step:108,loss:0.038
epoch:55,step:109,loss:0.038
epoch:55,step:110,loss:0.032
epoch:55,step:111,loss:0.036
epoch:55,step:112,loss:0.036
epoch:55,step:113,loss:0.034
epoch:55,step:114,loss:0.034
epoch:55,step:115,loss:0.030
epoch:55,step:116,loss:0.038
epoch:55,step:117,loss:0.038
epoch:55,step:118,loss:0.033
epoch:55,step:119,loss:0.032
epoch:55,step:120,loss:0.033
epoch:55,step:121,loss:0.034
epoch:55,step:122,loss:0.034
epoch:55,step:123,loss:0.037
epoch:55,step:124,loss:0.038
epoch:55,step:125,loss:0.034
epoch:55,step:126,loss:0.039
epoch:55,step:127,loss:0.035
epoch:55,step:128,loss:0.035
epoch:55,step:129,loss:0.038
epoch:55,step:130,loss:0.030
epoch:55,step:131,loss:0.041
epoch:55,step:132,loss:0.035
epoch:55,step:133,loss:0.033
epoch:55,step:134,loss:0.035
epoch:55,step:135,loss:0.035
epoch:55,step:136,loss:0.032
epoch:55,step:137,loss:0.037
epoch:55,step:138,loss:0.032
epoch:55,step:139,loss:0.037
epoch:55,step:140,loss:0.036
epoch:55,step:141,loss:0.033
epoch:55,step:142,loss:0.035
epoch:55,step:143,loss:0.037
epoch:55,step:144,loss:0.040
epoch:55,step:145,loss:0.034
epoch:55,step:146,loss:0.036
epoch:55,step:147,loss:0.039
epoch:55,step:148,loss:0.031
epoch:55,step:149,loss:0.034
epoch:55,step:150,loss:0.036
epoch:55,step:151,loss:0.039
epoch:55,step:152,loss:0.036
epoch:55,step:153,loss:0.034
epoch:55,step:154,loss:0.040
epoch:55,step:155,loss:0.034
epoch:55,step:156,loss:0.034
epoch:55,step:157,loss:0.032
epoch:55,step:158,loss:0.037
epoch:55,step:159,loss:0.038
epoch:55,step:160,loss:0.031
epoch:55,step:161,loss:0.034
epoch:55,step:162,loss:0.036
epoch:55,step:163,loss:0.034
epoch:55,step:164,loss:0.035
epoch:55,step:165,loss:0.034
epoch:55,step:166,loss:0.034
epoch:55,step:167,loss:0.035
epoch:55,step:168,loss:0.036
epoch:55,step:169,loss:0.039
epoch:55,step:170,loss:0.036
epoch:55,step:171,loss:0.039
epoch:55,step:172,loss:0.037
epoch:55,step:173,loss:0.032
epoch:55,step:174,loss:0.036
epoch:55,step:175,loss:0.034
epoch:55,step:176,loss:0.039
epoch:55,step:177,loss:0.036
epoch:55,step:178,loss:0.029
epoch:55,step:179,loss:0.036
epoch:55,step:180,loss:0.034
epoch:55,step:181,loss:0.039
epoch:55,step:182,loss:0.033
epoch:55,step:183,loss:0.036
epoch:55,step:184,loss:0.035
epoch:55,step:185,loss:0.037
epoch:55,step:186,loss:0.037
epoch:55,step:187,loss:0.036
epoch:55,step:188,loss:0.035
epoch:55,step:189,loss:0.035
epoch:55,step:190,loss:0.038
epoch:55,step:191,loss:0.029
epoch:55,step:192,loss:0.036
epoch:55,step:193,loss:0.034
epoch:55,step:194,loss:0.036
epoch:55,step:195,loss:0.034
epoch:55,accuracy:67.800
epoch:56,step:0,loss:0.035
epoch:56,step:1,loss:0.035
epoch:56,step:2,loss:0.038
epoch:56,step:3,loss:0.034
epoch:56,step:4,loss:0.036
epoch:56,step:5,loss:0.038
epoch:56,step:6,loss:0.037
epoch:56,step:7,loss:0.036
epoch:56,step:8,loss:0.042
epoch:56,step:9,loss:0.034
epoch:56,step:10,loss:0.036
epoch:56,step:11,loss:0.035
epoch:56,step:12,loss:0.037
epoch:56,step:13,loss:0.039
epoch:56,step:14,loss:0.036
epoch:56,step:15,loss:0.033
epoch:56,step:16,loss:0.035
epoch:56,step:17,loss:0.037
epoch:56,step:18,loss:0.040
epoch:56,step:19,loss:0.037
epoch:56,step:20,loss:0.038
epoch:56,step:21,loss:0.031
epoch:56,step:22,loss:0.029
epoch:56,step:23,loss:0.036
epoch:56,step:24,loss:0.038
epoch:56,step:25,loss:0.037
epoch:56,step:26,loss:0.035
epoch:56,step:27,loss:0.033
epoch:56,step:28,loss:0.036
epoch:56,step:29,loss:0.033
epoch:56,step:30,loss:0.034
epoch:56,step:31,loss:0.032
epoch:56,step:32,loss:0.033
epoch:56,step:33,loss:0.034
epoch:56,step:34,loss:0.036
epoch:56,step:35,loss:0.037
epoch:56,step:36,loss:0.035
epoch:56,step:37,loss:0.041
epoch:56,step:38,loss:0.037
epoch:56,step:39,loss:0.034
epoch:56,step:40,loss:0.034
epoch:56,step:41,loss:0.029
epoch:56,step:42,loss:0.034
epoch:56,step:43,loss:0.035
epoch:56,step:44,loss:0.036
epoch:56,step:45,loss:0.037
epoch:56,step:46,loss:0.034
epoch:56,step:47,loss:0.032
epoch:56,step:48,loss:0.033
epoch:56,step:49,loss:0.038
epoch:56,step:50,loss:0.036
epoch:56,step:51,loss:0.033
epoch:56,step:52,loss:0.035
epoch:56,step:53,loss:0.035
epoch:56,step:54,loss:0.042
epoch:56,step:55,loss:0.035
epoch:56,step:56,loss:0.036
epoch:56,step:57,loss:0.032
epoch:56,step:58,loss:0.038
epoch:56,step:59,loss:0.030
epoch:56,step:60,loss:0.037
epoch:56,step:61,loss:0.038
epoch:56,step:62,loss:0.035
epoch:56,step:63,loss:0.035
epoch:56,step:64,loss:0.033
epoch:56,step:65,loss:0.033
epoch:56,step:66,loss:0.038
epoch:56,step:67,loss:0.038
epoch:56,step:68,loss:0.041
epoch:56,step:69,loss:0.034
epoch:56,step:70,loss:0.033
epoch:56,step:71,loss:0.037
epoch:56,step:72,loss:0.035
epoch:56,step:73,loss:0.036
epoch:56,step:74,loss:0.032
epoch:56,step:75,loss:0.036
epoch:56,step:76,loss:0.035
epoch:56,step:77,loss:0.033
epoch:56,step:78,loss:0.037
epoch:56,step:79,loss:0.035
epoch:56,step:80,loss:0.035
epoch:56,step:81,loss:0.034
epoch:56,step:82,loss:0.031
epoch:56,step:83,loss:0.035
epoch:56,step:84,loss:0.035
epoch:56,step:85,loss:0.033
epoch:56,step:86,loss:0.032
epoch:56,step:87,loss:0.037
epoch:56,step:88,loss:0.035
epoch:56,step:89,loss:0.035
epoch:56,step:90,loss:0.037
epoch:56,step:91,loss:0.036
epoch:56,step:92,loss:0.033
epoch:56,step:93,loss:0.045
epoch:56,step:94,loss:0.038
epoch:56,step:95,loss:0.039
epoch:56,step:96,loss:0.042
epoch:56,step:97,loss:0.031
epoch:56,step:98,loss:0.037
epoch:56,step:99,loss:0.035
epoch:56,step:100,loss:0.039
epoch:56,step:101,loss:0.033
epoch:56,step:102,loss:0.038
epoch:56,step:103,loss:0.036
epoch:56,step:104,loss:0.033
epoch:56,step:105,loss:0.036
epoch:56,step:106,loss:0.038
epoch:56,step:107,loss:0.038
epoch:56,step:108,loss:0.035
epoch:56,step:109,loss:0.035
epoch:56,step:110,loss:0.037
epoch:56,step:111,loss:0.034
epoch:56,step:112,loss:0.034
epoch:56,step:113,loss:0.040
epoch:56,step:114,loss:0.035
epoch:56,step:115,loss:0.033
epoch:56,step:116,loss:0.035
epoch:56,step:117,loss:0.036
epoch:56,step:118,loss:0.036
epoch:56,step:119,loss:0.037
epoch:56,step:120,loss:0.036
epoch:56,step:121,loss:0.038
epoch:56,step:122,loss:0.035
epoch:56,step:123,loss:0.038
epoch:56,step:124,loss:0.038
epoch:56,step:125,loss:0.033
epoch:56,step:126,loss:0.033
epoch:56,step:127,loss:0.034
epoch:56,step:128,loss:0.033
epoch:56,step:129,loss:0.037
epoch:56,step:130,loss:0.037
epoch:56,step:131,loss:0.035
epoch:56,step:132,loss:0.042
epoch:56,step:133,loss:0.035
epoch:56,step:134,loss:0.036
epoch:56,step:135,loss:0.033
epoch:56,step:136,loss:0.033
epoch:56,step:137,loss:0.035
epoch:56,step:138,loss:0.032
epoch:56,step:139,loss:0.037
epoch:56,step:140,loss:0.039
epoch:56,step:141,loss:0.037
epoch:56,step:142,loss:0.032
epoch:56,step:143,loss:0.032
epoch:56,step:144,loss:0.034
epoch:56,step:145,loss:0.034
epoch:56,step:146,loss:0.035
epoch:56,step:147,loss:0.036
epoch:56,step:148,loss:0.040
epoch:56,step:149,loss:0.038
epoch:56,step:150,loss:0.034
epoch:56,step:151,loss:0.034
epoch:56,step:152,loss:0.035
epoch:56,step:153,loss:0.035
epoch:56,step:154,loss:0.033
epoch:56,step:155,loss:0.035
epoch:56,step:156,loss:0.035
epoch:56,step:157,loss:0.031
epoch:56,step:158,loss:0.037
epoch:56,step:159,loss:0.036
epoch:56,step:160,loss:0.040
epoch:56,step:161,loss:0.035
epoch:56,step:162,loss:0.033
epoch:56,step:163,loss:0.036
epoch:56,step:164,loss:0.035
epoch:56,step:165,loss:0.038
epoch:56,step:166,loss:0.032
epoch:56,step:167,loss:0.034
epoch:56,step:168,loss:0.036
epoch:56,step:169,loss:0.038
epoch:56,step:170,loss:0.034
epoch:56,step:171,loss:0.037
epoch:56,step:172,loss:0.036
epoch:56,step:173,loss:0.033
epoch:56,step:174,loss:0.035
epoch:56,step:175,loss:0.038
epoch:56,step:176,loss:0.037
epoch:56,step:177,loss:0.032
epoch:56,step:178,loss:0.034
epoch:56,step:179,loss:0.037
epoch:56,step:180,loss:0.035
epoch:56,step:181,loss:0.037
epoch:56,step:182,loss:0.034
epoch:56,step:183,loss:0.031
epoch:56,step:184,loss:0.037
epoch:56,step:185,loss:0.035
epoch:56,step:186,loss:0.035
epoch:56,step:187,loss:0.035
epoch:56,step:188,loss:0.037
epoch:56,step:189,loss:0.032
epoch:56,step:190,loss:0.035
epoch:56,step:191,loss:0.032
epoch:56,step:192,loss:0.034
epoch:56,step:193,loss:0.032
epoch:56,step:194,loss:0.037
epoch:56,step:195,loss:0.030
epoch:56,accuracy:68.533
epoch:57,step:0,loss:0.035
epoch:57,step:1,loss:0.033
epoch:57,step:2,loss:0.036
epoch:57,step:3,loss:0.033
epoch:57,step:4,loss:0.036
epoch:57,step:5,loss:0.039
epoch:57,step:6,loss:0.039
epoch:57,step:7,loss:0.039
epoch:57,step:8,loss:0.039
epoch:57,step:9,loss:0.033
epoch:57,step:10,loss:0.035
epoch:57,step:11,loss:0.034
epoch:57,step:12,loss:0.035
epoch:57,step:13,loss:0.038
epoch:57,step:14,loss:0.034
epoch:57,step:15,loss:0.038
epoch:57,step:16,loss:0.035
epoch:57,step:17,loss:0.034
epoch:57,step:18,loss:0.038
epoch:57,step:19,loss:0.035
epoch:57,step:20,loss:0.035
epoch:57,step:21,loss:0.036
epoch:57,step:22,loss:0.035
epoch:57,step:23,loss:0.041
epoch:57,step:24,loss:0.031
epoch:57,step:25,loss:0.034
epoch:57,step:26,loss:0.033
epoch:57,step:27,loss:0.041
epoch:57,step:28,loss:0.034
epoch:57,step:29,loss:0.036
epoch:57,step:30,loss:0.033
epoch:57,step:31,loss:0.036
epoch:57,step:32,loss:0.034
epoch:57,step:33,loss:0.034
epoch:57,step:34,loss:0.033
epoch:57,step:35,loss:0.035
epoch:57,step:36,loss:0.034
epoch:57,step:37,loss:0.035
epoch:57,step:38,loss:0.037
epoch:57,step:39,loss:0.037
epoch:57,step:40,loss:0.031
epoch:57,step:41,loss:0.036
epoch:57,step:42,loss:0.034
epoch:57,step:43,loss:0.035
epoch:57,step:44,loss:0.034
epoch:57,step:45,loss:0.040
epoch:57,step:46,loss:0.037
epoch:57,step:47,loss:0.036
epoch:57,step:48,loss:0.034
epoch:57,step:49,loss:0.035
epoch:57,step:50,loss:0.040
epoch:57,step:51,loss:0.037
epoch:57,step:52,loss:0.034
epoch:57,step:53,loss:0.041
epoch:57,step:54,loss:0.040
epoch:57,step:55,loss:0.036
epoch:57,step:56,loss:0.041
epoch:57,step:57,loss:0.032
epoch:57,step:58,loss:0.033
epoch:57,step:59,loss:0.037
epoch:57,step:60,loss:0.036
epoch:57,step:61,loss:0.032
epoch:57,step:62,loss:0.029
epoch:57,step:63,loss:0.036
epoch:57,step:64,loss:0.039
epoch:57,step:65,loss:0.036
epoch:57,step:66,loss:0.035
epoch:57,step:67,loss:0.036
epoch:57,step:68,loss:0.034
epoch:57,step:69,loss:0.035
epoch:57,step:70,loss:0.035
epoch:57,step:71,loss:0.036
epoch:57,step:72,loss:0.032
epoch:57,step:73,loss:0.036
epoch:57,step:74,loss:0.037
epoch:57,step:75,loss:0.033
epoch:57,step:76,loss:0.037
epoch:57,step:77,loss:0.038
epoch:57,step:78,loss:0.035
epoch:57,step:79,loss:0.037
epoch:57,step:80,loss:0.036
epoch:57,step:81,loss:0.038
epoch:57,step:82,loss:0.038
epoch:57,step:83,loss:0.036
epoch:57,step:84,loss:0.033
epoch:57,step:85,loss:0.035
epoch:57,step:86,loss:0.037
epoch:57,step:87,loss:0.033
epoch:57,step:88,loss:0.038
epoch:57,step:89,loss:0.035
epoch:57,step:90,loss:0.035
epoch:57,step:91,loss:0.035
epoch:57,step:92,loss:0.033
epoch:57,step:93,loss:0.035
epoch:57,step:94,loss:0.036
epoch:57,step:95,loss:0.038
epoch:57,step:96,loss:0.040
epoch:57,step:97,loss:0.035
epoch:57,step:98,loss:0.036
epoch:57,step:99,loss:0.033
epoch:57,step:100,loss:0.032
epoch:57,step:101,loss:0.038
epoch:57,step:102,loss:0.032
epoch:57,step:103,loss:0.036
epoch:57,step:104,loss:0.034
epoch:57,step:105,loss:0.034
epoch:57,step:106,loss:0.033
epoch:57,step:107,loss:0.037
epoch:57,step:108,loss:0.037
epoch:57,step:109,loss:0.034
epoch:57,step:110,loss:0.035
epoch:57,step:111,loss:0.038
epoch:57,step:112,loss:0.037
epoch:57,step:113,loss:0.032
epoch:57,step:114,loss:0.033
epoch:57,step:115,loss:0.036
epoch:57,step:116,loss:0.040
epoch:57,step:117,loss:0.033
epoch:57,step:118,loss:0.032
epoch:57,step:119,loss:0.033
epoch:57,step:120,loss:0.037
epoch:57,step:121,loss:0.035
epoch:57,step:122,loss:0.038
epoch:57,step:123,loss:0.036
epoch:57,step:124,loss:0.028
epoch:57,step:125,loss:0.037
epoch:57,step:126,loss:0.032
epoch:57,step:127,loss:0.030
epoch:57,step:128,loss:0.035
epoch:57,step:129,loss:0.034
epoch:57,step:130,loss:0.035
epoch:57,step:131,loss:0.036
epoch:57,step:132,loss:0.042
epoch:57,step:133,loss:0.032
epoch:57,step:134,loss:0.039
epoch:57,step:135,loss:0.034
epoch:57,step:136,loss:0.035
epoch:57,step:137,loss:0.031
epoch:57,step:138,loss:0.035
epoch:57,step:139,loss:0.036
epoch:57,step:140,loss:0.037
epoch:57,step:141,loss:0.036
epoch:57,step:142,loss:0.035
epoch:57,step:143,loss:0.035
epoch:57,step:144,loss:0.033
epoch:57,step:145,loss:0.038
epoch:57,step:146,loss:0.033
epoch:57,step:147,loss:0.033
epoch:57,step:148,loss:0.036
epoch:57,step:149,loss:0.034
epoch:57,step:150,loss:0.040
epoch:57,step:151,loss:0.031
epoch:57,step:152,loss:0.035
epoch:57,step:153,loss:0.033
epoch:57,step:154,loss:0.034
epoch:57,step:155,loss:0.035
epoch:57,step:156,loss:0.035
epoch:57,step:157,loss:0.033
epoch:57,step:158,loss:0.038
epoch:57,step:159,loss:0.033
epoch:57,step:160,loss:0.032
epoch:57,step:161,loss:0.037
epoch:57,step:162,loss:0.040
epoch:57,step:163,loss:0.031
epoch:57,step:164,loss:0.036
epoch:57,step:165,loss:0.036
epoch:57,step:166,loss:0.034
epoch:57,step:167,loss:0.038
epoch:57,step:168,loss:0.036
epoch:57,step:169,loss:0.033
epoch:57,step:170,loss:0.034
epoch:57,step:171,loss:0.037
epoch:57,step:172,loss:0.033
epoch:57,step:173,loss:0.034
epoch:57,step:174,loss:0.041
epoch:57,step:175,loss:0.036
epoch:57,step:176,loss:0.035
epoch:57,step:177,loss:0.039
epoch:57,step:178,loss:0.039
epoch:57,step:179,loss:0.036
epoch:57,step:180,loss:0.032
epoch:57,step:181,loss:0.038
epoch:57,step:182,loss:0.032
epoch:57,step:183,loss:0.038
epoch:57,step:184,loss:0.034
epoch:57,step:185,loss:0.032
epoch:57,step:186,loss:0.035
epoch:57,step:187,loss:0.036
epoch:57,step:188,loss:0.034
epoch:57,step:189,loss:0.034
epoch:57,step:190,loss:0.037
epoch:57,step:191,loss:0.037
epoch:57,step:192,loss:0.036
epoch:57,step:193,loss:0.039
epoch:57,step:194,loss:0.037
epoch:57,step:195,loss:0.032
epoch:57,accuracy:68.867
epoch:58,step:0,loss:0.033
epoch:58,step:1,loss:0.039
epoch:58,step:2,loss:0.034
epoch:58,step:3,loss:0.039
epoch:58,step:4,loss:0.034
epoch:58,step:5,loss:0.035
epoch:58,step:6,loss:0.042
epoch:58,step:7,loss:0.034
epoch:58,step:8,loss:0.035
epoch:58,step:9,loss:0.034
epoch:58,step:10,loss:0.035
epoch:58,step:11,loss:0.038
epoch:58,step:12,loss:0.034
epoch:58,step:13,loss:0.037
epoch:58,step:14,loss:0.036
epoch:58,step:15,loss:0.039
epoch:58,step:16,loss:0.037
epoch:58,step:17,loss:0.033
epoch:58,step:18,loss:0.034
epoch:58,step:19,loss:0.033
epoch:58,step:20,loss:0.031
epoch:58,step:21,loss:0.036
epoch:58,step:22,loss:0.032
epoch:58,step:23,loss:0.032
epoch:58,step:24,loss:0.038
epoch:58,step:25,loss:0.033
epoch:58,step:26,loss:0.034
epoch:58,step:27,loss:0.035
epoch:58,step:28,loss:0.034
epoch:58,step:29,loss:0.035
epoch:58,step:30,loss:0.032
epoch:58,step:31,loss:0.033
epoch:58,step:32,loss:0.036
epoch:58,step:33,loss:0.034
epoch:58,step:34,loss:0.038
epoch:58,step:35,loss:0.032
epoch:58,step:36,loss:0.036
epoch:58,step:37,loss:0.036
epoch:58,step:38,loss:0.036
epoch:58,step:39,loss:0.037
epoch:58,step:40,loss:0.038
epoch:58,step:41,loss:0.033
epoch:58,step:42,loss:0.035
epoch:58,step:43,loss:0.035
epoch:58,step:44,loss:0.032
epoch:58,step:45,loss:0.030
epoch:58,step:46,loss:0.035
epoch:58,step:47,loss:0.028
epoch:58,step:48,loss:0.033
epoch:58,step:49,loss:0.033
epoch:58,step:50,loss:0.033
epoch:58,step:51,loss:0.033
epoch:58,step:52,loss:0.035
epoch:58,step:53,loss:0.035
epoch:58,step:54,loss:0.038
epoch:58,step:55,loss:0.034
epoch:58,step:56,loss:0.036
epoch:58,step:57,loss:0.033
epoch:58,step:58,loss:0.035
epoch:58,step:59,loss:0.041
epoch:58,step:60,loss:0.029
epoch:58,step:61,loss:0.030
epoch:58,step:62,loss:0.037
epoch:58,step:63,loss:0.036
epoch:58,step:64,loss:0.036
epoch:58,step:65,loss:0.037
epoch:58,step:66,loss:0.038
epoch:58,step:67,loss:0.034
epoch:58,step:68,loss:0.037
epoch:58,step:69,loss:0.035
epoch:58,step:70,loss:0.032
epoch:58,step:71,loss:0.032
epoch:58,step:72,loss:0.035
epoch:58,step:73,loss:0.037
epoch:58,step:74,loss:0.036
epoch:58,step:75,loss:0.031
epoch:58,step:76,loss:0.035
epoch:58,step:77,loss:0.036
epoch:58,step:78,loss:0.032
epoch:58,step:79,loss:0.033
epoch:58,step:80,loss:0.036
epoch:58,step:81,loss:0.033
epoch:58,step:82,loss:0.034
epoch:58,step:83,loss:0.033
epoch:58,step:84,loss:0.036
epoch:58,step:85,loss:0.034
epoch:58,step:86,loss:0.035
epoch:58,step:87,loss:0.036
epoch:58,step:88,loss:0.038
epoch:58,step:89,loss:0.034
epoch:58,step:90,loss:0.037
epoch:58,step:91,loss:0.039
epoch:58,step:92,loss:0.035
epoch:58,step:93,loss:0.037
epoch:58,step:94,loss:0.038
epoch:58,step:95,loss:0.033
epoch:58,step:96,loss:0.039
epoch:58,step:97,loss:0.038
epoch:58,step:98,loss:0.036
epoch:58,step:99,loss:0.036
epoch:58,step:100,loss:0.031
epoch:58,step:101,loss:0.036
epoch:58,step:102,loss:0.036
epoch:58,step:103,loss:0.036
epoch:58,step:104,loss:0.034
epoch:58,step:105,loss:0.037
epoch:58,step:106,loss:0.034
epoch:58,step:107,loss:0.037
epoch:58,step:108,loss:0.041
epoch:58,step:109,loss:0.037
epoch:58,step:110,loss:0.034
epoch:58,step:111,loss:0.034
epoch:58,step:112,loss:0.029
epoch:58,step:113,loss:0.034
epoch:58,step:114,loss:0.036
epoch:58,step:115,loss:0.034
epoch:58,step:116,loss:0.034
epoch:58,step:117,loss:0.034
epoch:58,step:118,loss:0.038
epoch:58,step:119,loss:0.035
epoch:58,step:120,loss:0.035
epoch:58,step:121,loss:0.034
epoch:58,step:122,loss:0.033
epoch:58,step:123,loss:0.034
epoch:58,step:124,loss:0.029
epoch:58,step:125,loss:0.036
epoch:58,step:126,loss:0.036
epoch:58,step:127,loss:0.036
epoch:58,step:128,loss:0.036
epoch:58,step:129,loss:0.037
epoch:58,step:130,loss:0.032
epoch:58,step:131,loss:0.033
epoch:58,step:132,loss:0.035
epoch:58,step:133,loss:0.040
epoch:58,step:134,loss:0.033
epoch:58,step:135,loss:0.040
epoch:58,step:136,loss:0.036
epoch:58,step:137,loss:0.034
epoch:58,step:138,loss:0.035
epoch:58,step:139,loss:0.034
epoch:58,step:140,loss:0.036
epoch:58,step:141,loss:0.034
epoch:58,step:142,loss:0.033
epoch:58,step:143,loss:0.032
epoch:58,step:144,loss:0.031
epoch:58,step:145,loss:0.042
epoch:58,step:146,loss:0.029
epoch:58,step:147,loss:0.033
epoch:58,step:148,loss:0.038
epoch:58,step:149,loss:0.033
epoch:58,step:150,loss:0.040
epoch:58,step:151,loss:0.036
epoch:58,step:152,loss:0.033
epoch:58,step:153,loss:0.035
epoch:58,step:154,loss:0.033
epoch:58,step:155,loss:0.037
epoch:58,step:156,loss:0.034
epoch:58,step:157,loss:0.038
epoch:58,step:158,loss:0.038
epoch:58,step:159,loss:0.037
epoch:58,step:160,loss:0.034
epoch:58,step:161,loss:0.033
epoch:58,step:162,loss:0.035
epoch:58,step:163,loss:0.034
epoch:58,step:164,loss:0.035
epoch:58,step:165,loss:0.035
epoch:58,step:166,loss:0.040
epoch:58,step:167,loss:0.039
epoch:58,step:168,loss:0.036
epoch:58,step:169,loss:0.035
epoch:58,step:170,loss:0.037
epoch:58,step:171,loss:0.034
epoch:58,step:172,loss:0.032
epoch:58,step:173,loss:0.036
epoch:58,step:174,loss:0.038
epoch:58,step:175,loss:0.033
epoch:58,step:176,loss:0.034
epoch:58,step:177,loss:0.035
epoch:58,step:178,loss:0.033
epoch:58,step:179,loss:0.035
epoch:58,step:180,loss:0.033
epoch:58,step:181,loss:0.041
epoch:58,step:182,loss:0.034
epoch:58,step:183,loss:0.032
epoch:58,step:184,loss:0.037
epoch:58,step:185,loss:0.036
epoch:58,step:186,loss:0.036
epoch:58,step:187,loss:0.038
epoch:58,step:188,loss:0.038
epoch:58,step:189,loss:0.036
epoch:58,step:190,loss:0.034
epoch:58,step:191,loss:0.041
epoch:58,step:192,loss:0.036
epoch:58,step:193,loss:0.037
epoch:58,step:194,loss:0.034
epoch:58,step:195,loss:0.035
epoch:58,accuracy:68.300
epoch:59,step:0,loss:0.036
epoch:59,step:1,loss:0.039
epoch:59,step:2,loss:0.039
epoch:59,step:3,loss:0.034
epoch:59,step:4,loss:0.037
epoch:59,step:5,loss:0.036
epoch:59,step:6,loss:0.035
epoch:59,step:7,loss:0.032
epoch:59,step:8,loss:0.034
epoch:59,step:9,loss:0.035
epoch:59,step:10,loss:0.035
epoch:59,step:11,loss:0.035
epoch:59,step:12,loss:0.033
epoch:59,step:13,loss:0.037
epoch:59,step:14,loss:0.036
epoch:59,step:15,loss:0.035
epoch:59,step:16,loss:0.034
epoch:59,step:17,loss:0.036
epoch:59,step:18,loss:0.039
epoch:59,step:19,loss:0.030
epoch:59,step:20,loss:0.035
epoch:59,step:21,loss:0.028
epoch:59,step:22,loss:0.035
epoch:59,step:23,loss:0.034
epoch:59,step:24,loss:0.034
epoch:59,step:25,loss:0.032
epoch:59,step:26,loss:0.036
epoch:59,step:27,loss:0.038
epoch:59,step:28,loss:0.033
epoch:59,step:29,loss:0.033
epoch:59,step:30,loss:0.037
epoch:59,step:31,loss:0.032
epoch:59,step:32,loss:0.031
epoch:59,step:33,loss:0.034
epoch:59,step:34,loss:0.038
epoch:59,step:35,loss:0.035
epoch:59,step:36,loss:0.035
epoch:59,step:37,loss:0.036
epoch:59,step:38,loss:0.036
epoch:59,step:39,loss:0.035
epoch:59,step:40,loss:0.034
epoch:59,step:41,loss:0.034
epoch:59,step:42,loss:0.036
epoch:59,step:43,loss:0.033
epoch:59,step:44,loss:0.036
epoch:59,step:45,loss:0.034
epoch:59,step:46,loss:0.035
epoch:59,step:47,loss:0.037
epoch:59,step:48,loss:0.037
epoch:59,step:49,loss:0.042
epoch:59,step:50,loss:0.035
