using device: cuda
CIFAR10 dataset loaded successfully.
the size of train set is (5000, 32, 32, 3)
the size of train label is (5000,)
the size of test set is (1000, 32, 32, 3)
the size of test label is (1000,)
epoch:9,step:1,loss:0.000
epoch:9,step:2,loss:0.000
epoch:9,step:3,loss:0.000
epoch:9,step:4,loss:0.000
epoch:9,step:5,loss:0.000
epoch:9,step:6,loss:0.000
epoch:9,step:7,loss:0.000
epoch:9,step:8,loss:0.000
epoch:9,step:9,loss:0.000
epoch:9,step:10,loss:0.000
epoch:9,step:11,loss:0.000
epoch:9,step:12,loss:0.000
epoch:9,step:13,loss:0.000
epoch:9,step:14,loss:0.000
epoch:9,step:15,loss:0.000
epoch:9,step:16,loss:0.000
epoch:9,step:17,loss:0.000
epoch:9,step:18,loss:0.000
epoch:9,step:19,loss:0.000
epoch:9,step:20,loss:0.000
epoch:9,step:21,loss:0.000
epoch:9,step:22,loss:0.000
epoch:9,step:23,loss:0.000
epoch:9,step:24,loss:0.000
epoch:9,step:25,loss:0.000
epoch:9,step:26,loss:0.000
epoch:9,step:27,loss:0.000
epoch:9,step:28,loss:0.000
epoch:9,step:29,loss:0.000
epoch:9,step:30,loss:0.000
epoch:9,step:31,loss:0.000
epoch:9,step:32,loss:0.000
epoch:9,step:33,loss:0.000
epoch:9,step:34,loss:0.000
epoch:9,step:35,loss:0.000
epoch:9,step:36,loss:0.000
epoch:9,step:37,loss:0.000
epoch:9,step:38,loss:0.000
epoch:9,step:39,loss:0.000
epoch:9,accuracy:100.000
epoch:10,step:0,loss:0.000
epoch:10,step:1,loss:0.000
epoch:10,step:2,loss:0.000
epoch:10,step:3,loss:0.000
epoch:10,step:4,loss:0.000
epoch:10,step:5,loss:0.000
epoch:10,step:6,loss:0.000
epoch:10,step:7,loss:0.000
epoch:10,step:8,loss:0.000
epoch:10,step:9,loss:0.000
epoch:10,step:10,loss:0.000
epoch:10,step:11,loss:0.000
epoch:10,step:12,loss:0.000
epoch:10,step:13,loss:0.000
epoch:10,step:14,loss:0.000
epoch:10,step:15,loss:0.000
epoch:10,step:16,loss:0.000
epoch:10,step:17,loss:0.000
epoch:10,step:18,loss:0.000
epoch:10,step:19,loss:0.000
epoch:10,step:20,loss:0.000
epoch:10,step:21,loss:0.000
epoch:10,step:22,loss:0.000
epoch:10,step:23,loss:0.000
epoch:10,step:24,loss:0.000
epoch:10,step:25,loss:0.000
epoch:10,step:26,loss:0.000
epoch:10,step:27,loss:0.000
epoch:10,step:28,loss:0.000
epoch:10,step:29,loss:0.000
epoch:10,step:30,loss:0.000
epoch:10,step:31,loss:0.000
epoch:10,step:32,loss:0.000
epoch:10,step:33,loss:0.000
epoch:10,step:34,loss:0.000
epoch:10,step:35,loss:0.000
epoch:10,step:36,loss:0.000
epoch:10,step:37,loss:0.000
epoch:10,step:38,loss:0.000
epoch:10,step:39,loss:0.000
epoch:10,accuracy:100.000
epoch:11,step:0,loss:0.000
epoch:11,step:1,loss:0.000
epoch:11,step:2,loss:0.000
epoch:11,step:3,loss:0.000
epoch:11,step:4,loss:0.000
epoch:11,step:5,loss:0.000
epoch:11,step:6,loss:0.000
epoch:11,step:7,loss:0.000
epoch:11,step:8,loss:0.000
epoch:11,step:9,loss:0.000
epoch:11,step:10,loss:0.000
epoch:11,step:11,loss:0.000
epoch:11,step:12,loss:0.000
epoch:11,step:13,loss:0.000
epoch:11,step:14,loss:0.000
epoch:11,step:15,loss:0.000
epoch:11,step:16,loss:0.000
epoch:11,step:17,loss:0.000
epoch:11,step:18,loss:0.000
epoch:11,step:19,loss:0.000
epoch:11,step:20,loss:0.000
epoch:11,step:21,loss:0.000
epoch:11,step:22,loss:0.000
epoch:11,step:23,loss:0.000
epoch:11,step:24,loss:0.000
epoch:11,step:25,loss:0.000
epoch:11,step:26,loss:0.000
epoch:11,step:27,loss:0.000
epoch:11,step:28,loss:0.000
epoch:11,step:29,loss:0.000
epoch:11,step:30,loss:0.000
epoch:11,step:31,loss:0.000
epoch:11,step:32,loss:0.000
epoch:11,step:33,loss:0.000
epoch:11,step:34,loss:0.000
epoch:11,step:35,loss:0.000
epoch:11,step:36,loss:0.000
epoch:11,step:37,loss:0.000
epoch:11,step:38,loss:0.000
epoch:11,step:39,loss:0.000
epoch:11,accuracy:100.000
epoch:12,step:0,loss:0.000
epoch:12,step:1,loss:0.000
epoch:12,step:2,loss:0.000
epoch:12,step:3,loss:0.000
epoch:12,step:4,loss:0.000
epoch:12,step:5,loss:0.000
epoch:12,step:6,loss:0.000
epoch:12,step:7,loss:0.000
epoch:12,step:8,loss:0.000
epoch:12,step:9,loss:0.000
epoch:12,step:10,loss:0.000
epoch:12,step:11,loss:0.000
epoch:12,step:12,loss:0.000
epoch:12,step:13,loss:0.000
epoch:12,step:14,loss:0.000
epoch:12,step:15,loss:0.000
epoch:12,step:16,loss:0.000
epoch:12,step:17,loss:0.000
epoch:12,step:18,loss:0.000
epoch:12,step:19,loss:0.000
epoch:12,step:20,loss:0.000
epoch:12,step:21,loss:0.000
epoch:12,step:22,loss:0.000
epoch:12,step:23,loss:0.000
epoch:12,step:24,loss:0.000
epoch:12,step:25,loss:0.000
epoch:12,step:26,loss:0.000
epoch:12,step:27,loss:0.000
epoch:12,step:28,loss:0.000
epoch:12,step:29,loss:0.000
epoch:12,step:30,loss:0.000
epoch:12,step:31,loss:0.000
epoch:12,step:32,loss:0.000
epoch:12,step:33,loss:0.000
epoch:12,step:34,loss:0.000
epoch:12,step:35,loss:0.000
epoch:12,step:36,loss:0.000
epoch:12,step:37,loss:0.000
epoch:12,step:38,loss:0.000
epoch:12,step:39,loss:0.000
epoch:12,accuracy:100.000
epoch:13,step:0,loss:0.000
epoch:13,step:1,loss:0.000
epoch:13,step:2,loss:0.000
epoch:13,step:3,loss:0.000
epoch:13,step:4,loss:0.000
epoch:13,step:5,loss:0.000
epoch:13,step:6,loss:0.000
epoch:13,step:7,loss:0.000
epoch:13,step:8,loss:0.000
epoch:13,step:9,loss:0.000
epoch:13,step:10,loss:0.000
epoch:13,step:11,loss:0.000
epoch:13,step:12,loss:0.000
epoch:13,step:13,loss:0.000
epoch:13,step:14,loss:0.000
epoch:13,step:15,loss:0.000
epoch:13,step:16,loss:0.000
epoch:13,step:17,loss:0.000
epoch:13,step:18,loss:0.000
epoch:13,step:19,loss:0.000
epoch:13,step:20,loss:0.000
epoch:13,step:21,loss:0.000
epoch:13,step:22,loss:0.000
epoch:13,step:23,loss:0.000
epoch:13,step:24,loss:0.000
epoch:13,step:25,loss:0.000
epoch:13,step:26,loss:0.000
epoch:13,step:27,loss:0.000
epoch:13,step:28,loss:0.000
epoch:13,step:29,loss:0.000
epoch:13,step:30,loss:0.000
epoch:13,step:31,loss:0.000
epoch:13,step:32,loss:0.000
epoch:13,step:33,loss:0.000
epoch:13,step:34,loss:0.000
epoch:13,step:35,loss:0.000
epoch:13,step:36,loss:0.000
epoch:13,step:37,loss:0.000
epoch:13,step:38,loss:0.000
epoch:13,step:39,loss:0.000
epoch:13,accuracy:100.000
epoch:14,step:0,loss:0.000
epoch:14,step:1,loss:0.000
epoch:14,step:2,loss:0.000
epoch:14,step:3,loss:0.000
epoch:14,step:4,loss:0.000
epoch:14,step:5,loss:0.000
epoch:14,step:6,loss:0.000
epoch:14,step:7,loss:0.000
epoch:14,step:8,loss:0.000
epoch:14,step:9,loss:0.000
epoch:14,step:10,loss:0.000
epoch:14,step:11,loss:0.000
epoch:14,step:12,loss:0.000
epoch:14,step:13,loss:0.000
epoch:14,step:14,loss:0.000
epoch:14,step:15,loss:0.000
epoch:14,step:16,loss:0.000
epoch:14,step:17,loss:0.000
epoch:14,step:18,loss:0.000
epoch:14,step:19,loss:0.000
epoch:14,step:20,loss:0.000
epoch:14,step:21,loss:0.000
epoch:14,step:22,loss:0.000
epoch:14,step:23,loss:0.000
epoch:14,step:24,loss:0.000
epoch:14,step:25,loss:0.000
epoch:14,step:26,loss:0.000
epoch:14,step:27,loss:0.000
epoch:14,step:28,loss:0.000
epoch:14,step:29,loss:0.000
epoch:14,step:30,loss:0.000
epoch:14,step:31,loss:0.000
epoch:14,step:32,loss:0.000
epoch:14,step:33,loss:0.000
epoch:14,step:34,loss:0.000
epoch:14,step:35,loss:0.000
epoch:14,step:36,loss:0.000
epoch:14,step:37,loss:0.000
epoch:14,step:38,loss:0.000
epoch:14,step:39,loss:0.000
epoch:14,accuracy:100.000
epoch:15,step:0,loss:0.000
epoch:15,step:1,loss:0.000
epoch:15,step:2,loss:0.000
epoch:15,step:3,loss:0.000
epoch:15,step:4,loss:0.000
epoch:15,step:5,loss:0.000
epoch:15,step:6,loss:0.000
epoch:15,step:7,loss:0.000
epoch:15,step:8,loss:0.000
epoch:15,step:9,loss:0.000
epoch:15,step:10,loss:0.000
epoch:15,step:11,loss:0.000
epoch:15,step:12,loss:0.000
epoch:15,step:13,loss:0.000
epoch:15,step:14,loss:0.000
epoch:15,step:15,loss:0.000
epoch:15,step:16,loss:0.000
epoch:15,step:17,loss:0.000
epoch:15,step:18,loss:0.000
epoch:15,step:19,loss:0.000
epoch:15,step:20,loss:0.000
epoch:15,step:21,loss:0.000
epoch:15,step:22,loss:0.000
epoch:15,step:23,loss:0.000
epoch:15,step:24,loss:0.000
epoch:15,step:25,loss:0.000
epoch:15,step:26,loss:0.000
epoch:15,step:27,loss:0.000
epoch:15,step:28,loss:0.000
epoch:15,step:29,loss:0.000
epoch:15,step:30,loss:0.000
epoch:15,step:31,loss:0.000
epoch:15,step:32,loss:0.000
epoch:15,step:33,loss:0.000
epoch:15,step:34,loss:0.000
epoch:15,step:35,loss:0.000
epoch:15,step:36,loss:0.000
epoch:15,step:37,loss:0.000
epoch:15,step:38,loss:0.000
epoch:15,step:39,loss:0.000
epoch:15,accuracy:100.000
epoch:16,step:0,loss:0.000
epoch:16,step:1,loss:0.000
epoch:16,step:2,loss:0.000
epoch:16,step:3,loss:0.000
epoch:16,step:4,loss:0.000
epoch:16,step:5,loss:0.000
epoch:16,step:6,loss:0.000
epoch:16,step:7,loss:0.000
epoch:16,step:8,loss:0.000
epoch:16,step:9,loss:0.000
epoch:16,step:10,loss:0.000
epoch:16,step:11,loss:0.000
epoch:16,step:12,loss:0.000
epoch:16,step:13,loss:0.000
epoch:16,step:14,loss:0.000
epoch:16,step:15,loss:0.000
epoch:16,step:16,loss:0.000
epoch:16,step:17,loss:0.000
epoch:16,step:18,loss:0.000
epoch:16,step:19,loss:0.000
epoch:16,step:20,loss:0.000
epoch:16,step:21,loss:0.000
epoch:16,step:22,loss:0.000
epoch:16,step:23,loss:0.000
epoch:16,step:24,loss:0.000
epoch:16,step:25,loss:0.000
epoch:16,step:26,loss:0.000
epoch:16,step:27,loss:0.000
epoch:16,step:28,loss:0.000
epoch:16,step:29,loss:0.000
epoch:16,step:30,loss:0.000
epoch:16,step:31,loss:0.000
epoch:16,step:32,loss:0.000
epoch:16,step:33,loss:0.000
epoch:16,step:34,loss:0.000
epoch:16,step:35,loss:0.000
epoch:16,step:36,loss:0.000
epoch:16,step:37,loss:0.000
epoch:16,step:38,loss:0.000
epoch:16,step:39,loss:0.000
epoch:16,accuracy:100.000
epoch:17,step:0,loss:0.000
epoch:17,step:1,loss:0.000
epoch:17,step:2,loss:0.000
epoch:17,step:3,loss:0.000
epoch:17,step:4,loss:0.000
epoch:17,step:5,loss:0.000
epoch:17,step:6,loss:0.000
epoch:17,step:7,loss:0.000
epoch:17,step:8,loss:0.000
epoch:17,step:9,loss:0.000
epoch:17,step:10,loss:0.000
epoch:17,step:11,loss:0.000
epoch:17,step:12,loss:0.000
epoch:17,step:13,loss:0.000
epoch:17,step:14,loss:0.000
epoch:17,step:15,loss:0.000
epoch:17,step:16,loss:0.000
epoch:17,step:17,loss:0.000
epoch:17,step:18,loss:0.000
epoch:17,step:19,loss:0.000
epoch:17,step:20,loss:0.000
epoch:17,step:21,loss:0.000
epoch:17,step:22,loss:0.000
epoch:17,step:23,loss:0.000
epoch:17,step:24,loss:0.000
epoch:17,step:25,loss:0.000
epoch:17,step:26,loss:0.000
epoch:17,step:27,loss:0.000
epoch:17,step:28,loss:0.000
epoch:17,step:29,loss:0.000
epoch:17,step:30,loss:0.000
epoch:17,step:31,loss:0.000
epoch:17,step:32,loss:0.000
epoch:17,step:33,loss:0.000
epoch:17,step:34,loss:0.000
epoch:17,step:35,loss:0.000
epoch:17,step:36,loss:0.000
epoch:17,step:37,loss:0.000
epoch:17,step:38,loss:0.000
epoch:17,step:39,loss:0.000
epoch:17,accuracy:100.000
epoch:18,step:0,loss:0.000
epoch:18,step:1,loss:0.000
epoch:18,step:2,loss:0.000
epoch:18,step:3,loss:0.000
epoch:18,step:4,loss:0.000
epoch:18,step:5,loss:0.000
epoch:18,step:6,loss:0.000
epoch:18,step:7,loss:0.000
epoch:18,step:8,loss:0.000
epoch:18,step:9,loss:0.000
epoch:18,step:10,loss:0.000
epoch:18,step:11,loss:0.000
epoch:18,step:12,loss:0.000
epoch:18,step:13,loss:0.000
epoch:18,step:14,loss:0.000
epoch:18,step:15,loss:0.000
epoch:18,step:16,loss:0.000
epoch:18,step:17,loss:0.000
epoch:18,step:18,loss:0.000
epoch:18,step:19,loss:0.000
epoch:18,step:20,loss:0.000
epoch:18,step:21,loss:0.000
epoch:18,step:22,loss:0.000
epoch:18,step:23,loss:0.000
epoch:18,step:24,loss:0.000
epoch:18,step:25,loss:0.000
epoch:18,step:26,loss:0.000
epoch:18,step:27,loss:0.000
epoch:18,step:28,loss:0.000
epoch:18,step:29,loss:0.000
epoch:18,step:30,loss:0.000
epoch:18,step:31,loss:0.000
epoch:18,step:32,loss:0.000
epoch:18,step:33,loss:0.000
epoch:18,step:34,loss:0.000
epoch:18,step:35,loss:0.000
epoch:18,step:36,loss:0.000
epoch:18,step:37,loss:0.000
epoch:18,step:38,loss:0.000
epoch:18,step:39,loss:0.000
epoch:18,accuracy:100.000
epoch:19,step:0,loss:0.000
epoch:19,step:1,loss:0.000
epoch:19,step:2,loss:0.000
epoch:19,step:3,loss:0.000
epoch:19,step:4,loss:0.000
epoch:19,step:5,loss:0.000
epoch:19,step:6,loss:0.000
epoch:19,step:7,loss:0.000
epoch:19,step:8,loss:0.000
epoch:19,step:9,loss:0.000
epoch:19,step:10,loss:0.000
epoch:19,step:11,loss:0.000
epoch:19,step:12,loss:0.000
epoch:19,step:13,loss:0.000
epoch:19,step:14,loss:0.000
epoch:19,step:15,loss:0.000
epoch:19,step:16,loss:0.000
epoch:19,step:17,loss:0.000
epoch:19,step:18,loss:0.000
epoch:19,step:19,loss:0.000
epoch:19,step:20,loss:0.000
epoch:19,step:21,loss:0.000
epoch:19,step:22,loss:0.000
epoch:19,step:23,loss:0.000
epoch:19,step:24,loss:0.000
epoch:19,step:25,loss:0.000
epoch:19,step:26,loss:0.000
epoch:19,step:27,loss:0.000
epoch:19,step:28,loss:0.000
epoch:19,step:29,loss:0.000
epoch:19,step:30,loss:0.000
epoch:19,step:31,loss:0.000
epoch:19,step:32,loss:0.000
epoch:19,step:33,loss:0.000
epoch:19,step:34,loss:0.000
epoch:19,step:35,loss:0.000
